,QID,SID,SUBCATEGORY,QUESTION,CORRECT,INCORRECT1,INCORRECT2,INCORRECT3
232,8,1,History of Art,The artists Peter Blake and Jann Haworth designed the cover for which Beatles album?,Sgt Pepper,Rubber Soul,Revolver,Abbey Road
233,868,29,Cartoons,What are the names of the lead characters in the cartoon The Fairly Oddparents?,Cosmo and Wanda,Cosmo and Wendy,Comet and Wanda,Cosmic and Wendy
234,893,30,Reality TV,Which 'I'm A Celebrity Get Me Out Of Here' contestant got out of there by being hospitalised after one day in November 2005?,Elaine Lordan,Sid Owen,David Dickinson,Jimmy Osmond
235,1549,25,Biology,Which of these animals does not have a tail?,Human,Monkey,Chameleon,Rat
236,1266,8,Video Games,"Video game ""SimCity"", released in 1989, involved doing what? ",Managing A City,Being A Cop,Exploring Nightlife,Seeing Monuments
237,420,14,Decades 1980s,Patrick Nagel was a popular '80s artist who was inspired by which kind of art?,Art Deco,Surrealism,Cubism,Romanticism
238,997,16,Landmarks & Monuments,Hawaii is home to which of these mountains? ,Mauna Loa,Mount McKinley,Mount Elbrus,Aconcagua
239,1678,16,Landmarks & Monuments,Which volcano covered Pompeii with ash?,Mount Vesuvius,Mount Etna,Mount St Helens,Krakatoa
240,170,6,Car Parts,Which engine part turns engine force into rotating power?,Crankshaft,Cambelt,Distributor,Fuel pump
241,792,27,Sport - General - World Cup (Soccer),Which player scored both goals for Uruguay in the 2-1 win against Portugal in round 16 at the 2018 World Cup?,Edinson Cavani,Maxi Gómez,Luis Suárez,Rodrigo Bentancur
242,720,24,Chemistry,Copper is often useful because it does not react with what?,Water,Air,Ice,Fire
243,1337,20,Mathematics,What is quarter of 40?,4,6,8,10
244,1330,20,Mathematics,What is eight squared?,64,72,54,81
245,1029,2,Children’s Literature,How tall is Thumbelina?,1 inch,2 inches,3 inches,4 inches
246,583,20,Mathematics,What letter is given to the horizontal axis on a graph?,X,Y,J,Z
247,1626,27,Sport - General - World Cup (Soccer),Which player was the only one to score a hat-trick at 1998 World Cup?,Gabriel Batistuta,Davor Šuker,Zinedine Zidane,Christian Vieri
248,683,23,US Presidents,Which Johnson became US President after Kennedy's assassination?,Lyndon,Alan,Magic,Jack
249,606,21,Classic Rock,Lemmy was the front man of which classic rock band?,Motorhead,Autohead,Chicago,Aerosmith
250,1115,28,Sport - US - Basketball General,John Wall was a Number 1 overall draft pick in the 2010s by which team?,Washington Wizards,New Orleans Hornets,Cleveland Cavaliers,Minnesota Timberwolves
251,829,28,Sport - US - Basketball General,Which basketball superstar appeared in the film Space Jam?,Michael Jordan,Kobe Bryant,LeBron James,Tim Duncan
252,1352,7,Comics,What is the name of 'The Mask' alter ego?,Stanley Ipkiss,Mike Richardson,Randy Stradley,Jim Carrey
253,689,23,US Presidents,In which year was US President Richard Nixon born?,1913,1911,1915,1909
254,953,16,Landmarks & Monuments,By what name was New York City once known?,New Amsterdam,New London,New Madrid,New Rotterdam
255,1122,7,Comics,Kilowog belongs to what group?,Green Lantern Corps,Sinestro Corps,JLA,Legion of Doom
256,281,10,Directors,"Alfonso Cuaron, director of Children of Men and Gravity, also directed which Harry Potter film?",The Prisoner of Azkaban,The Goblet of Fire,The Chamber of Secrets,The Order of the Phoenix
257,104,4,Famous Authors,Mary Ann Evans was the real name of which novelist?,George Eliot,William Golding,John Updike,Tom Sharpe
258,1155,22,Classical Music,On which instrument is a Nocturne usually played?,Piano,Violin,Oboe,Flute
259,1392,18,Beauty & Health,What percentage of people in their 40's have some gray in their hair?,40%,73%,5%,85%
260,478,16,Landmarks & Monuments,Notre Dame Cathedral sits on the banks of which French river?,Seine,Loire,Rhone,Rhine
261,910,20,Mathematics,12 plus what equals 56?,44,42,40,46
262,1342,4,Famous Authors,What is the land of giants called in 'Gulliver's Travels'?,Brobdingnag,Glubbdubdrib,Lagado,Lilliput
263,375,13,Brazilian Cuisine,Which state is Galinhada a typical dish from?,Minas Gerais,Praia,Bahia,Tocentins
264,1357,2,Children’s Literature,What is the name of the Dr Seuss character that can moo?,Mr Brown,Mr Black,Mr Red,Mr Blue
265,442,15,Cities,Chicken with breadcrumbs and garlic is named after which Eastern European capital city?,Bratislava,Berlin,Madrid,Kiev
266,576,20,Mathematics,A dog walker had 17 dogs to walk. Each dog had to be walked once during the day. She walked 4 in the morning and 5 at lunchtime. 1 dog was ill and had to stay at home. How many dogs did the walker have to take out in the afternoon?,7,6,8,9
267,192,7,Comics,Anne Hathaway plays which female comic character in The Dark Knight Rises?,Catwoman,Cat Lady,Cat Girl,Cat Madam
268,517,18,Beauty & Health,TB is a shortened term used for which lung disease?,Tuberculosis,Cancer,Asthma,Cystic Fibrosis
269,1057,17,Greek Mythology,"In Greek mythology, which creature is half-man, half-horse?",Centaur,Minotaur,Griffon,Phoenix
270,866,29,Cartoons,In which year was the cartoon Scooby Doo created?,1969,1979,1999,2009
271,1359,6,Car Parts,What is the name of the professional who takes dents out of bodywork?,Panel beater,Door hanger,Bonnet plugger,Mechanic
272,789,27,Sport - General - World Cup (Soccer),Which national team in the 1950s' had the nickname 'The Magical Magyars'?,Hungary,Portugal,Sweden,Romania
273,80,3,Lord of the Rings,Tolkien wrote The Lord Of The Rings while teaching at which university?,Oxford,Cambridge,Harvard,Edinburgh
274,657,22,Classical Music,The Manaus Opera House lies on which river?,Nile,Amazon,Po,Ganges
275,1634,20,Mathematics,Which prefix means ten?,Deca,Hecto,Kilo,Mega
276,36,2,Children’s Literature,Which talking scarecrow was created by Barbara Euphan Todd?,Worzel Gummidge,Pretzel Garbage,Crumble Spillage,Verbal Leakage
277,1236,15,Cities,The only capital city on South America's west coast is what?,Lima,Quito,Caracas,Georgetown
278,678,23,US Presidents,In which year did Britain last have a Liberal Prime Minister?,1922,1932,1912,1942
279,1602,26,Astronomy & Space & Planets,Which planet has the longest year? ,Neptune,Mercury,Venus,Earth
280,1186,14,Decades 1980s,"Soviet Premier in the early '80s, what was Andropov's first name? ",Yuri,Leonid,Sergei,Ivan
281,824,28,Sport - US - Basketball General,The half time break is made up of how many minutes?,15,20,25,30
282,293,10,Directors,"Who directed the quirky films Being John Malkovich, Adaptation and Her?",Spike Jonze,Charlie Kaufman,Joaquin Phoenix,Wes Anderson
283,365,13,Brazilian Cuisine,Which of the following European countries did immigrants brought various ingredients to Brazil?,Spain,Frankfurt,Albania,Ireland
284,892,30,Reality TV,Who originally hosted the UK TV show 'Pop Idol'?,Ant and Dec,Laurel and Hardy,Abbot and Costello,French and Saunders
285,137,5,Electronics,The DJI Mavic is what sort of product?,Drone,Microphone,TV,Watch
286,379,13,Brazilian Cuisine,What are the alternative names for Yuca?,Cassava,Fritas,Aipom,Nigrana
287,979,24,Chemistry,Fossils are found mostly in which type of rock?,Sedimentary,Igneous,Metamorphic,Volcanic
288,1292,9,Musicals,"What does the lion in ""The Wizard Of Oz"" lack?",Courage,Hair,Humour,A brain
289,1088,16,Landmarks & Monuments,In which city is the famous Gateway of India?,Mumbai,Delhi,Chennai,Kolkata
290,509,17,Greek Mythology,The Delian League was founded in Athens as protection against which people?,Persians,Romans,Gauls,Picts
291,1360,6,Car Parts,What is the name of the system which gets a car started?,Ignition,Exhaust,Fuel  ,Transmission
292,1517,14,Decades 1980s,"Which London store was bombed by the IRA just before Christmas, 1983? ",Harrods,Selfridges,Fortnum And Mason,Liberty's
293,749,25,Biology,What is the first phase of Mitosis?,Prophase,Metaphase,Anaphase,Telophase
294,641,22,Classical Music,In what country was Gustav Mahler born?,Austria,Germany,Russia,Italy
295,1237,28,Sport - US - Basketball General,The Pacemates are the Dance squad of which NBA Team?,Indiana Pacers,Milwaukee Bucks,Atlanta Hawks,Charlotte Hornets
296,532,18,Beauty & Health,Which term describes plastic surgery on a person's chin?,Genioplasty,Rhinoplasty,Blepharoplasty,Mastopexy
297,1627,27,Sport - General - World Cup (Soccer),Which player was the only one to score a hat-trick at 2010 World Cup?,Gonzalo Higuaín,Thomas Müller,Wesley Sneijder,David Villa
298,1073,2,Children’s Literature,"In the nursery rhyme, 'Baa baa black sheep', how many bags of wool did the sheep have?",Three bags,Two bags,Four bags,One bag
299,1419,22,Classical Music,What was the name of Beethoven's only Opera?,Fidelio,Fido,Filo,Fernilo
300,1502,7,Comics,Which historical figure is Professor X's character based on?,Dr. Martin Luther King,Malcolm X,Gandhi,Genghis Khan
301,126,5,Electronics,What is the name of Apple's virtual assistant?,Siri,Alexa,Conversica,Samantha
302,1377,25,Biology,What is used to treat bites from venomous snakes?,Antivenin,Envenom,Devonian,Revenin
303,197,7,Comics,How many actors have played The Joker on screen?,6,1,3,4
304,708,24,Chemistry,Which of these metals is low density and resistant to corrosion?,Aluminium,Copper,Gold,Silver
305,1168,12,Japanese Cuisine,Pocari Sweat is a Japanese brand of which product?,Soft Drink,White Wine,Tomato Ketchup,Meat Pie
306,1453,22,Classical Music,Which American Composer wrtoe 'Nixon in China'?,Adams,Copland,Gershwin,Bernstien
307,1771,28,Sport - US - Basketball General,Who was the Number 1 pick in the 2003 NBA Draft?,Lebron James,Michael Jordan,Stephen Curry,Magic Johnson
308,77,3,Lord of the Rings,Who married Aragorn towards the end of The Return of the King?,Arwen,Galadriel,Eowyn,Shelob
309,747,25,Biology,If you place a plant cell in a hypertonic solution what would happen?,It Would Shrink,It Would Burst,it Would Die,It Would Divide
310,1064,19,Board Games,"In Life, what are the purple cards?",Stock,Salary,Career,House
311,796,27,Sport - General - World Cup (Soccer),How many World Cup appearances Morocco has?,5,3,1,7
312,220,8,Video Games,What profession is Mario in the Super Mario video games series?,Plumber,Electrician,Teacher,Builder
313,957,12,Japanese Cuisine,Chinsuko is which sort of Japanese sweet treat?,Biscuit,Cake,Soup,Ice Cream
314,1609,27,Sport - General - World Cup (Soccer),Which player scored the winning goal for France against Portugal at the 2006 World Cup semi-final?,Zinedine Zidane,Thierry Henry,Mikaël Silvestre,Patrick Vieira
315,415,14,Decades 1980s,"What, in the early '80s, was known as GRID? ",AIDS,IRA,Sky TV,iPod
316,905,4,Famous Authors,"""Four legs good, two legs bad"" is a quote from which George Orwell classic novel?",Animal Farm,1984,Coming Up for Air,Burmese Days
317,54,2,Children’s Literature,"In the book by P. L. Travers, what is Mary Poppins' occupation?",Nanny,Missionary,Secretary,Flower seller
318,1513,12,Japanese Cuisine,Which Japanese city gives its name to a n expensive type of beef?,Kobe,Nagoya,Sendai,Nagasaki
319,890,30,Reality TV,Laguna Beach is located in what state?,California,Texas,New Jersey,New Mexico
320,1470,9,Musicals,Which boulevard is the title of a musical?,Sunset,Sunrise,Sunshine,Sun
321,1557,14,Decades 1980s,Which of these did NOT happen in the '80s?,Nixon Resigned,Ceausescu Executed,Challenger Disaster,Mugabe Becomes PM
322,318,11,Films Released in 1930s-1950s,Gone with the Wind' (1939) is the first color film to win which Oscar category?,Best Picture,Best Cinematography,Best Story,Best Song
323,1019,26,Astronomy & Space & Planets,How many planets are there in the Solar System? ,8,1,2,17
324,1778,28,Sport - US - Basketball General,Who won their first NBA Title in 2016?,Cleveland Cavaliers,NY Knicks,Atlanta Hawks,Charlotte Hornets
325,70,3,Lord of the Rings,The Lord Of The Rings trilogy was filmed in which country?,New Zealand,USA,Argentina,Kenya
326,1725,7,Comics,Who invented the Sentinels?,Dr. Bolivar Trask,Moira Taggart,Magneto,Professor X
327,753,26,Astronomy & Space & Planets,Who was the first man to set foot on the Moon?,Neil Armstrong,Buzz Aldrin,Gus Grissom,John Glenn
328,175,6,Car Parts,What is the name given to a tire which bursts as you're driving?,Blow out,Hole out,Puncture out,Disaster out
329,436,15,Cities,The EU's capital is which city?,Brussels,London,Moscow,Hamburg
330,1484,7,Comics,"Which comic book convention is held in San Diego, CA?",Comic-Con International,Emerald City-Con,Big Apple-Con,Toronto Comicon
331,1089,23,US Presidents,In which city was US President William McKinley assassinated?,"Buffalo, NY","Albany, NY","Washington, DC","Baltimore, MD"
332,1511,26,Astronomy & Space & Planets,Which is the largest of the terrestrial planets?,Earth,Venus,Mercury,Mars 
333,619,21,Classic Rock,Gene Simmons and Paul Stanley co-founded which rock band?,Kiss,AC/DC,Supertramp,Eagles
334,750,25,Biology,The axial skeleton is made up of how many bones?,80,100,40,60
335,646,22,Classical Music,In what year was Mozart born?,1756,1796,1826,1726
336,1394,1,History of Art,What sort of currency would one have used in Venice during the Renaissance?,Ducat,Dollar,Yen,Deutschemark
337,316,11,Films Released in 1930s-1950s,"Due to society in America's 50's, how many times is the word 'sex' mentioned in 'The Bad and the Beautiful' (1952)?",6,2,10,14
338,731,25,Biology,Which of these is an indicator species for water pollution?,Mayfly larva,Junefly larva,Aprilfly larva,Marchfly larva
339,663,23,US Presidents,Former President Jimmy Carter was born in which state?,Georgia,Indiana,Montana,Alabama
340,364,13,Brazilian Cuisine,Which state is Moqueca native to?,Espirito Santo,Piai,Acre,Santa Catarina
341,484,17,Greek Mythology,Who was the Greek God of Wine?,Dionysus,Apollo,Hecate,Demeter
342,603,21,Classic Rock,(Don't Fear) The Reaper is a song by which classic rock band?,The Blue Oyster Cult,The Red Oyster Cult,The Yellow Oyster Cult,The Green Oyster Cult
343,138,5,Electronics,A groundbreaking commercial aired during Super Bowl 1984 launched which product?,Apple Mac,ZX81 Computer,3D TV,Compact Disc
344,1478,29,Cartoons,Which cartoonist married cake-maker Jane Asher?,Gerald Scarfe,Ronald Searle,Steve Bell,Ralph Steadman
345,960,2,Children’s Literature,Complete the name of this best selling kids book: 'The Railway _______'.,Children,Men,Women,Kids
346,503,17,Greek Mythology,"In Celtic mythology, Rhianannon was the great queen of which goddesses?",Horse goddesses,War goddesses,Goddesses of Love,Goddesses of the Forest
347,229,8,Video Games,Ellie and Joel are the main characters in which popular video game series?,The Last Of Us,Grand Theft Auto,Red Dead Redemption,Fortnite
348,1150,14,Decades 1980s,"Of these, which was President of China for much of the '80s? ",Li Xiannian,Hu Jintao,Xi Jinping,Mao Zedong
349,1762,10,Directors,Who was the director of The King's Speech?,Tom Hooper,Kathryn Bigelow,Danny Boyle,Paul Thomas Anderson
350,922,17,Greek Mythology,"According to legend, which European city was founded by twins in 753BC?",Rome,Paris,Athens,Madrid
351,745,25,Biology,Xylology is the study of what?,Wood,Puzzles,Wealth,Television
